index,word,occurrence
7108,contemplated,1
5047,contemplatively,1
8669,contempt,1
8938,contemptuously,1
4762,content,3
6920,contentedly,2
3487,contents,3
2247,contest,2
7367,context,2
4774,continual,1
3642,continue,8
831,continued,64
4027,continues,2
2455,continuing,7
9511,continuous,1
6076,contorted,5
5223,contorting,1
943,contours,2
6383,contracting,1
3196,contradiction,1
2214,contrary,1
6048,contrast,1
8118,contribute,1
7991,contribution,1
7074,contrition,1
1788,control,65
2227,controlled,8
8453,controlling,1
9242,controls,3
6324,convenience,2
4033,converged,2
1693,conversation,8
2939,convert,1
2098,conviction,5
879,convince,15
4443,convinced,3
6753,convincing,1
9601,convoluted,1
9074,convulsed,4
6415,convulsing,1
2836,convulsively,1
8930,cooed,3
9398,cooing,1
1589,cook,15
3304,cooked,5
4713,cooking,18
7322,cooks,17
51,cool,25
8299,cooled,3
5526,cooling,1
8786,coolly,4
895,coolness,1
3420,coon,1
2456,cooperation,1
6398,copious,1
5346,coppercolored,1
8915,coppery,1
8447,cord,3
2496,corded,2
3962,core,5
6836,corkscrewing,1
1836,corner,38
4088,corners,17
9502,corpse,1
5120,corpses,1
3525,correct,11
5534,corrected,6
5103,correctly,1
8759,corridor,1
6111,corridors,2
2899,corrupt,3
8197,corrupting,1
8139,corruption,1
8193,corrupts,1
4242,cost,10
2793,costly,1
6738,costs,2
7181,costume,1
9450,cot,4
2264,cottages,1
9424,cottony,1
2004,cough,1
9144,coughed,5
9099,coughing,1
235,could,994
345,couldnt,333
9421,couldnthe,1
2745,council,32
688,councilor,16
1835,councilors,4
8110,councils,1
4963,counsel,1
2559,count,9
3344,counted,44
1048,countenance,9
6220,countenances,1
7369,counter,5
8004,counterfeit,1
5907,countering,1
7014,countermanding,1
9507,counterpart,1
7029,countless,2
695,country,17
8303,countrymen,1
1591,countryside,11
4444,counts,3
3437,couple,15
7190,couples,2
1936,courage,18
4764,courageous,1
1705,course,85
6420,coursed,1
7978,court,4
8552,courtiers,1
8151,courts,1
9581,courtyard,2
130,cousins,1
546,cover,18
1372,covered,59
3360,covering,19
3716,covers,6
3371,covetous,3
2025,cowards,1
8260,cowered,1
8576,cowering,1
4382,cows,3
6092,coy,4
6620,coyote,6
2607,cozy,1
2801,crack,16
7956,cracked,2
3004,crackled,4
3494,crackling,2
3650,cracks,7
6911,cradled,5
9395,craggy,1
8061,cramped,2
4948,cramps,4
3454,crane,1
4145,crash,3
7303,crashed,6
1346,crashing,3
8031,crates,1
4198,craves,1
6887,crawl,2
5956,crawled,10
4915,crazed,1
4245,crazy,3
6083,creak,1
8033,creaked,2
4779,creaking,4
9194,cream,7
3026,creased,2
3947,create,3
2760,created,9
4992,creator,1
2520,creature,28
1861,creatures,19
5651,creek,1
8484,creep,1
6967,creeping,2
7926,crept,2
8888,crescent,3
9439,crest,1
6861,crew,1
2640,cricket,1
2136,cried,50
1327,cries,10
8142,crime,4
8150,crimes,10
2954,criminal,1
2033,criminals,2
114,crimson,10
5924,cringed,2
9114,cripple,1
4397,cripples,1
2256,crisp,2
9656,crisped,1
6175,crisscrossed,2
5272,crisscrossing,2
1891,critical,1
3983,criticize,2
7502,crock,5
488,crook,4
3628,crooked,7
5433,crookedly,2
484,crop,2
6051,cropped,2
3902,crops,8
1531,cross,32
1621,crossbow,2
4810,crosscountry,1
1177,crossed,29
6144,crosses,2
3808,crossguards,1
1180,crossing,10
6535,crossings,1
2614,crosslegged,8
6271,crossways,1
3748,crosswise,1
9315,crotch,1
4428,crotches,1
6370,crouch,5
818,crouched,6
1640,crowd,38
6601,crowded,1
2921,crowds,3
4710,crowing,1
7060,crown,6
6773,crucible,6
2977,crude,4
7456,cruel,6
8196,cruelty,7
9289,crumbling,1
5253,crumpled,1
4941,crush,8
8509,crushed,5
6418,crushing,3
6809,crust,1
5675,crutch,18
1340,cry,54
2166,crying,35
5974,crypt,11
3990,cryptically,1
5091,crystal,3
9354,crystalline,1
7786,crystals,2
8835,cuddled,1
1777,cuffs,1
5378,cup,3
3456,cupboard,1
2217,cupped,8
8867,cups,1
3340,cure,1
2881,curiosity,8
7140,curious,4
8069,curl,1
2604,curled,19
8320,curls,1
5479,curly,4
4854,current,1
2660,curse,8
2631,cursed,2
9486,curses,1
4594,cursing,1
6365,cursory,2
2799,curtain,1
3175,curtains,6
7442,curtsied,6
6816,curve,2
1308,curved,12
9373,curving,1
864,cushion,1
9058,cusp,2
6627,custom,2
1699,customers,4
6461,customs,1
947,cut,115
8604,cutest,1
824,cutoff,6
1106,cuts,6
5780,cutting,14
8444,cynical,2
1419,cypher,51
2073,d,3
3020,dabbed,1
7841,dagger,3
8566,daggers,1
8678,daily,1
5614,damage,5
52,damp,15
9542,dampen,1
5961,dampness,1
1594,dance,2
1118,danced,13
7186,dancers,5
2965,dancing,4
1759,danger,38
1066,dangerous,72
2650,dangers,12
4537,dangling,2
5958,dank,1
618,dappled,2
4811,dare,30
3084,dared,7
3767,daring,1
143,dark,208
3000,darkeh,1
2287,darken,391
6138,darkened,6
5312,darkening,1
4140,darker,14
6433,darkest,1
5172,darkly,3
2824,darkness,79
7009,dart,1
8311,darted,5
5836,darting,4
6356,dashed,1
7522,dashing,1
2141,daughter,14
4641,daughters,5
5632,dawn,16
276,day,162
4912,daylight,2
1162,dayor,1
1501,days,64
4917,daytime,1
6258,daze,6
6555,dazed,2
534,dead,140
6378,deadlier,1
3118,deadly,15
9293,deafening,1
1962,deal,23
2810,dealing,3
6462,dealt,7
1016,dear,61
8393,dearly,1
413,death,102
2113,deaths,1
4897,debate,2
6218,debated,1
3190,debating,1
4524,debris,4
6483,debt,1
2975,debts,1
5977,decades,1
5129,decay,2
5411,decayed,1
5981,deceased,1
6668,deceive,2
6749,deceived,1
6667,deceiving,3
7837,deception,4
3064,decide,31
442,decided,58
9309,decidedly,1
7081,deciding,6
6208,decipher,1
1083,decision,19
8281,declare,1
2952,declared,3
9416,decline,1
4773,declined,4
6613,declining,2
7644,decompose,1
5962,decomposing,1
76,decomposition,1
5699,decorated,2
1678,decoration,3
5672,decorations,2
7193,decree,2
7096,deed,7
4184,deeds,7
7071,deem,1
5863,deemed,1
720,deep,116
5506,deepen,1
317,deepened,4
4174,deepening,2
465,deeper,18
3415,deepest,5
1104,deeply,18
7661,deepset,1
4913,deer,5
6618,deerskin,3
5005,defeat,10
8456,defeated,3
7263,defend,5
7931,defenders,2
2746,defense,17
6992,defenseless,4
4883,defenselessfar,1
7653,defensive,2
6373,defensively,3
4695,defensiveness,1
5684,deference,2
8556,deferential,1
8176,defiance,1
9494,defiant,2
4336,defiantly,1
9466,defied,1
5919,definite,1
7250,definitely,3
4488,deflect,3
7020,deflecting,1
4739,deftly,2
5596,delay,1
5487,deliberate,3
4337,deliberately,9
5840,delicate,4
8514,delicately,2
1789,delicious,4
5853,deliciouslooking,1
3729,deliciously,2
3553,delight,6
3770,delighted,5
8993,delightful,2
8978,delirious,1
8404,delis,1
7904,deliver,3
6059,delivered,3
6333,delivering,1
5612,delivery,1
1634,dell,4
9598,deluded,1
3966,demand,12
2202,demanded,15
4829,demanding,2
6060,demands,6
4384,demean,1
9329,demeaning,1
4801,demeanor,1
6043,demmin,112
6072,demmins,10
7394,demon,3
4399,demons,1
4134,demonstration,7
7794,demure,1
8605,den,1
621,denied,2
6718,denies,1
8903,denna,323
9027,dennalooked,1
9013,dennas,41
2830,dennee,21
6900,dennees,6
4800,dense,5
3243,density,1
7528,dents,1
6379,deny,7
9693,denying,1
6690,departed,1
9266,departing,1
4272,depend,4
4011,depended,2
3982,depending,3
3269,depends,6
8865,depicted,1
8700,depicting,2
1313,depraved,2
5111,depressed,2
7136,depressing,2
348,depression,2
7852,depths,2
9070,derma,6
9198,dermas,3
5313,descend,1
9593,descendant,1
7373,descendants,2
6445,descended,7
5317,descending,6
7715,descent,3
5588,described,1
4408,describing,1
1893,deserted,7
8356,deserting,1
8080,deserve,7
697,deserved,2
9032,deserves,1
8432,design,2
8348,designed,2
3429,desire,10
2885,desired,3
5078,desires,1
7892,desk,2
9391,desolate,1
92,despair,5
2838,desperate,13
2387,desperately,23
8594,despicable,1
283,despite,21
7111,despondently,1
9082,destination,2
6141,destiny,1
2791,destroy,20
3346,destroyed,12
4199,destroying,5
4920,destruction,1
8285,detachment,4
3330,detail,6
7945,detected,3
3895,determination,6
4092,determinative,1
5904,determine,3
3481,determined,8
3901,determines,1
4168,determining,1
8305,dethrone,1
8135,dethroned,1
9238,devastated,1
2789,devastating,2
6663,development,1
8887,deviation,1
9103,device,4
5516,devious,2
1293,devoid,6
7226,devote,1
5989,devoted,5
8103,devotion,37
9089,devotions,6
2656,dhara,56
2727,dharan,14
7337,diagonally,1
6553,dialect,1
7850,dictate,1
6206,dictated,1
9637,dictating,1
292,did,472
296,didnt,769
5498,didslowly,1
1328,die,138
363,died,61
3047,dies,6
1939,difference,15
1882,different,88
3749,differently,6
3458,differentsized,1
1757,difficult,27
6441,difficulties,1
7212,difficulty,9
446,dig,6
4376,digging,6
748,dignitaries,1
8966,dignity,6
5815,digs,3
7316,dilemma,2
3054,dim,19
6213,dimension,2
9243,dimensional,1
4928,diminished,3
4181,diminishes,1
3352,dimly,4
4722,dimmed,2
3107,dimmer,1
1928,din,1
8727,dine,1
7438,dining,7
7440,dinner,32
9183,dinnertime,1
2601,dipped,10
3015,dipping,2
7083,direct,5
5778,directed,5
5772,directing,3
751,direction,37
552,directions,7
5903,directives,2
7558,directly,2
1746,dirt,29
1573,dirty,10
8985,disability,1
7364,disagreement,2
5532,disagreements,4
4807,disappear,6
476,disappeared,12
777,disappearing,10
3992,disappoint,3
3514,disappointed,8
6681,disappointment,3
2696,disapproval,1
3504,disapprove,1
3495,disapproving,5
6275,disapprovingly,1
9659,disarmed,1
3599,disarming,3
7398,disarray,3
3392,disaster,1
6429,disastrous,1
3979,disbelief,2
9692,discard,1
6030,discarded,3
5715,discern,2
4866,discernible,1
9455,disciple,1
5208,disciples,2
6608,disciplines,1
7374,disclose,1
7376,disclosed,1
4008,disconcerting,1
576,discounting,1
9408,discouraged,1
9224,discouraging,1
3929,discover,2
3286,discovered,9
8155,discovering,1
233,discovery,1
6963,discredit,1
7572,discuss,3
4303,discussed,2
8413,discussing,1
4388,discussion,1
6960,disdain,2
6898,disease,1
9492,disgrace,1
2235,disguise,1
1674,disgust,1
7688,disgusting,2
1858,dish,2
3755,dished,6
3860,dishes,3
9189,disheveled,1
7058,dishonor,1
2998,dishonorable,2
2209,dishonored,1
8143,dishonoring,1
4732,disinterest,1
9560,disinterested,2
9234,disjointed,1
5718,dislike,2
6496,disliked,3
4856,dismal,1
8871,dismay,1
4218,dismiss,1
4565,dismissed,10
4802,dismounted,5
7012,disobey,1
9170,disobeyed,1
8656,disorder,2
9481,disoriented,1
4370,dispatch,2
4635,display,3
1982,displayed,6
8608,displease,4
7857,displeased,3
8611,displeasing,1
672,displeasure,5
7703,disproportionately,1
8419,dispute,1
2225,disregard,2
6647,disregarded,1
7385,disregarding,1
2956,disrespect,4
8090,disrespectful,1
3247,dissatisfied,1
2934,dissenters,2
4685,dissolved,6
4238,dissuade,1
801,distance,46
6742,distances,2
1902,distant,20
6326,distaste,2
8179,distasteful,1
6615,distinct,1
5337,distinctive,4
9646,distinguished,1
4211,distorted,4
964,distract,4
3875,distracted,6
6236,distracting,1
5983,distraction,3
7372,distraught,1
3852,distressed,2
5782,disturb,2
2861,disturbed,7
3127,disturbing,3
9297,dive,3
9382,dived,1
6758,diversion,3
6335,diversions,1
1344,diverted,3
4440,diverting,2
4482,dives,1
7573,divide,3
5895,divine,2
9597,divinely,1
4023,divines,2
7311,diving,3
8804,divining,1
3351,dizziness,2
2292,dizzy,10
4753,dizzying,2
289,do,1105
8238,docks,1
7994,documents,1
7000,dodge,1
7019,dodged,2
6692,dodging,1
1451,does,121
1649,doesnt,87
6286,dog,31
3543,dogs,4
8041,doily,2
1723,doing,152
6201,doingwalking,1
7459,doll,77
9334,dollars,1
7460,dolls,5
8109,domain,1
8202,dominance,1
4976,dominate,1
8122,domination,1
2798,dominion,2
8550,don,1
1444,done,250
1055,dont,577
3435,doom,1
9635,doomed,2
2180,door,147
6984,doorframe,2
5571,doorknob,1
8661,doormen,1
6120,doors,17
3419,doorway,10
3886,dormant,1
9339,dots,1
5585,dotted,3
7893,double,2
9482,doubled,2
8717,doublet,1
6407,doubling,3
6894,doubly,2
759,doubt,33
8392,doubted,4
4838,doubting,2
9286,doubts,3
4534,dove,5
7107,doves,2
33,down,737
4971,downed,2
6217,downhill,1
8450,downriver,1
5444,downstairs,9
4855,downstream,1
2231,downward,10
1867,dozen,10
5946,dozens,7
6591,drab,2
2013,drag,6
466,dragged,18
5190,dragging,8
4937,dragon,59
7611,dragons,18
989,drain,1
1036,drained,10
6212,draining,3
7086,drama,1
7338,dramatic,2
2119,dramatically,5
1883,drank,7
3219,draped,4
7479,drapery,1
9084,drapes,1
9371,draughts,1
3814,draw,29
9279,drawbridge,2
7411,drawer,6
7409,drawers,3
2851,drawing,38
8864,drawings,9
1320,drawn,28
4405,drawnout,2
3552,draws,4
5830,drawstring,3
2171,dread,4
2649,dreadful,6
9330,dreading,1
6375,dream,6
9573,dreamed,4
5405,dreaming,1
3125,dreams,11
5406,dreamt,1
9399,dreamy,1
5861,dreary,1
2536,drenched,2
772,dress,63
1892,dressed,19
6592,dresses,10
1315,drew,52
1803,dried,22
3530,driedup,2
5413,drier,1
2766,drift,2
3155,drifted,17
1157,drifting,5
8445,driftwood,2
3102,drink,20
4045,drinking,5
9562,drip,1
3572,dripped,15
4043,dripping,12
6693,drips,2
4096,drive,3
2782,driven,5
9075,driver,1
866,driving,5
6439,drizzle,2
32,drooled,1
3228,droop,1
7626,drooping,1
1290,drop,19
5931,droplets,2
1415,dropoff,1
596,dropped,43
5544,dropping,12
5894,drops,2
4051,dross,2
890,drove,19
2833,drown,2
5627,drowned,1
5838,drowning,6
7260,drumbeats,1
1669,drummed,5
7228,drummers,1
7189,drumming,1
7153,drums,4
5569,drunken,1
5447,drunkenly,1
37,dry,56
8100,dryly,1
2257,dryness,3
8578,dubious,1
4487,duck,4
5245,ducked,4
7015,ducking,1
5104,duckling,1
5329,duckweed,2
4950,due,3
3178,dull,9
7615,dumb,1
2017,dumbfounded,3
1023,dumbly,2
5831,dumped,7
7980,dungeon,9
8161,dungeons,1
3757,dunked,3
4244,during,5
13,dusky,1
1341,dust,29
5668,dusty,1
7246,duties,5
3690,duty,13
6529,dwarfing,2
6503,dwindling,1
6508,dyed,1
1188,dying,17
2713,e,2
900,each,237
2302,eager,10
3074,eagerly,7
2545,ear,34
851,earlier,5
5579,early,8
8778,earn,3
7811,earned,9
3199,earnest,6
3602,earnestly,4
2490,ears,30
7660,earsplitting,3
3884,earth,8
4756,ease,13
1934,eased,8
7401,eases,1
3239,easier,20
5786,easiest,3
1194,easily,24
9265,easing,1
3641,east,6
7388,eastern,2
869,easy,50
1500,eat,94
1763,eaten,19
1875,eating,33
4191,eats,3
1136,echo,5
6042,echoed,11
4034,echoes,2
5171,echoing,7
8097,economical,1
8911,ecstasy,1
722,edge,58
3547,edged,1
6015,edges,10
3510,edict,1
9159,edifice,1
1735,eerie,5
1657,effect,15
5050,effective,3
4470,effort,34
9072,effortlessly,1
4681,efforts,3
5833,egg,57
7912,eggshaped,2
6987,eiders,1
5160,eight,4
9059,eighteen,1
9534,eighty,1
784,either,48
6442,elaborate,2
6010,elaborately,2
4277,elated,1
6382,elation,5
2535,elbow,14
4656,elbows,13
6569,elder,22
6565,elders,120
6542,eldest,2
967,elegant,4
6814,element,2
9568,elements,1
8747,elevate,1
8950,elevated,1
4002,eliminate,1
2065,eliminating,2
2099,eloquence,1
104,else,150
9414,elses,2
4306,elsewhere,3
9624,emanating,1
8939,embarrass,2
2872,embarrassed,7
3161,embarrassment,6
438,embedded,1
5395,embellish,1
3806,embellished,1
5396,embellishment,1
2722,ember,1
8209,embers,2
4726,emblazoned,2
4727,emblem,1
5561,embolden,1
6020,embossed,1
2622,embrace,7
3298,embraced,1
3404,embracing,4
6017,embroidery,1
4544,emerged,6
9528,emerging,1
8108,eminence,1
4599,emma,19
1033,emotion,30
3308,emotional,2
1046,emotions,8
3295,empathy,4
4248,emphasis,1
4271,emphatically,1
7868,employ,1
5069,empowered,1
9695,emptied,1
6788,emptiness,2
1211,empty,35
8876,encased,2
6231,enchanting,1
6821,enchantment,1
9636,enchantments,4
3091,encircle,1
1770,encounter,8
4615,encountered,4
4797,encountering,1
6536,encourage,1
2680,encouraged,1
1098,encouragement,4
8857,encouraging,1
9006,encouragingly,1
2561,end,138
1716,endanger,3
9643,endeavor,1
1381,ended,15
8207,ending,3
4994,endless,10
6248,endlessly,2
2600,ends,7
9004,endurance,1
670,endure,5
7939,endured,6
5146,enemies,9
2134,enemy,33
4996,enemys,3
5287,energizing,1
5528,energy,8
5229,enfolded,1
4672,enforce,1
7222,enforcers,1
6874,engaged,2
4661,engraved,1
9612,engulfed,1
9657,engulfing,1
3063,enjoy,24
2605,enjoyed,13
4365,enjoying,5
9433,enjoyment,2
3062,enjoys,1
7544,enlightened,3
2936,enlightenment,9
6089,enlist,1
6860,enlisted,1
9061,enormity,2
5944,enormous,3
848,enough,230
2908,enraged,6
3997,entails,2
3872,entangled,1
2806,enter,8
1847,entered,7
1728,entering,3
6024,entertained,1
7557,entertainment,3
5753,entire,12
2813,entirely,5
8740,entourage,2
4025,entrails,6
6451,entrance,7
3390,entrusted,1
1597,entry,3
8036,entryway,1
9663,entwined,1
6261,enveloped,2
4549,enveloping,4
8909,envisioned,3
182,equal,5
4100,equally,2
7368,equates,1
2008,era,1
8851,erase,7
8872,erased,5
8873,erasing,2
6448,erect,3
7160,errands,5
7651,errant,1
3267,error,7
2507,erupted,9
3060,escape,20
2825,escaped,7
6255,escaping,2
2212,escort,9
7306,escorted,1
8666,escorting,1
2609,especially,14
5083,essence,1
3948,established,2
6698,esteemed,1
8705,estimation,1
3499,etched,1
9360,eternal,1
7024,eternity,4
8647,evaporate,1
3283,evaporated,5
7288,evaporating,1
81,even,396
2468,evening,14
5999,evenings,1
4834,evenly,6
1484,events,14
5909,eventualities,1
8198,eventually,1
945,ever,214
1090,evergreens,1
379,every,138
7959,everybody,2
680,everyone,100
2978,everyones,2
103,everything,117
2492,everywhere,28
7330,eves,1
4696,evidence,1
3898,evil,27
8842,exact,2
828,exactly,25
3751,exaggerated,2
6651,example,5
8111,exampleno,1
7070,examples,1
8343,exasperated,1
3977,exasperation,1
6314,exceeded,1
5056,excellent,3
314,except,53
4465,exception,1
6944,exceptionally,2
6857,excess,1
9022,exchange,2
1710,exchanged,11
7523,exchanging,1
8928,excite,2
3244,excited,10
2187,excitedly,3
2195,excitement,13
3029,exciting,3
7266,exclude,1
7103,excludes,1
7819,exclusion,2
7555,exclusively,1
9105,excruciating,1
5139,excursion,1
2181,excuse,13
7102,excused,2
9473,execute,2
2944,executed,13
8787,executing,2
5997,execution,4
7085,executioner,2
8573,executionerbut,1
5995,executions,1
8133,exerted,1
898,exertion,4
2638,exhale,1
2530,exhausted,14
907,exhaustion,4
8925,exhilarating,2
5063,exhilaration,3
8641,exist,1
3372,existed,6
9514,existence,1
5081,existing,1
3899,exists,5
9378,exited,1
212,exotic,1
4546,expanded,3
9377,expanding,3
4475,expanse,7
5326,expanses,1
6162,expansive,2
1846,expect,25
5099,expectant,2
6064,expectantly,3
3697,expectation,2
6465,expectations,1
2971,expected,28
1518,expecting,12
3705,expects,1
8153,expedient,1
3574,expelled,2
5527,expend,1
8099,expended,2
5493,expensivelooking,1
5109,experience,10
788,experienced,2
7832,experiencefor,1
9028,experimentally,1
3198,expertise,1
8470,experts,1
2039,explain,21
3156,explained,7
3960,explaining,1
5794,explains,1
2894,explanation,5
3908,explicit,1
4825,explicitly,2
4003,explode,3
6242,exploded,9
5228,exploding,4
7565,exploit,1
4520,explosion,3
9517,explosive,1
3940,exposed,3
7674,exposing,2
3192,express,4
1680,expression,53
9237,expressiondarkened,1
4730,expressions,4
6034,expunged,1
1043,exquisite,6
2054,extend,1
4545,extended,6
2849,extending,1
3909,extent,1
9142,extinguish,1
5101,extinguished,3
6973,extinguishing,2
5558,extra,5
4210,extract,2
4183,extracts,1
3554,extraordinary,3
7158,extravagance,2
5893,extreme,2
3974,extremely,3
1837,eye,78
9495,eyeballs,1
1628,eyebrow,61
6318,eyebrowand,1
981,eyebrows,46
1697,eyed,16
1859,eyeing,2
3258,eyelid,2
7617,eyelids,1
638,eyes,978
6804,eyesand,1
4074,eyeseyes,1
9411,eyesight,1
2345,eyesor,1
2827,eyespain,1
7043,f,1
955,fabric,3
609,face,565
2815,faced,10
3579,facedown,5
1213,faces,45
6300,facethen,1
6467,facetoface,1
2353,facing,12
1481,fact,37
4169,factor,2
4962,facts,3
2071,fade,6
1959,faded,20
2271,fading,14
3066,fail,24
1166,failed,20
2523,failing,11
3891,fails,9
5025,failure,4
3110,faint,7
4424,fainted,1
3108,fainter,2
4843,faintly,2
2436,fair,23
6747,fairly,2
7197,fairness,1
3993,faith,8
7954,fake,5
1900,fall,23
611,fallen,14
631,falling,26
8349,falter,2
3160,faltered,4
3714,familiar,22
2110,families,8
1432,family,16
711,famished,4
2938,fanatical,1
7430,fancy,7
9412,fang,1
4541,fangs,6
8693,fanned,1
2653,fantastic,1
5147,fantasy,4
632,far,98
1393,faraway,3
7167,fare,1
2443,farfetched,2
2681,farmer,1
7563,farmers,3
7470,farmland,1
4790,farms,1
6886,faroff,1
8119,farsighted,1
733,farther,31
705,farthest,1
8976,fascinate,1
3028,fascinated,1
3797,fashion,8
624,fast,48
7035,fastened,1
512,faster,24
2693,fat,12
6817,fatal,4
9649,fatalit,1
5328,fatbottomed,1
4538,fate,9
6904,fateful,1
6993,fates,5
206,father,248
6916,fatherly,1
199,fathers,46
4000,fathom,3
6349,fatigue,3
4926,fatigued,1
5568,fatten,1
7726,fattrunked,1
2207,fault,14
2685,favor,15
8702,favored,1
2296,favorite,8
1852,favorites,1
3939,favors,1
7431,fawned,1
923,fear,118
1969,feared,30
2100,fearful,9
8808,fearfully,2
4017,fearing,6
577,fears,11
5714,fearsome,5
5696,fearsomelooking,1
2521,feast,2
6471,feasting,2
4115,feat,1
7006,feather,1
5701,feathers,7
5874,feathery,1
3259,featured,1
1044,features,13
5617,fee,1
8653,feeble,1
3633,feed,6
4808,feeding,8
521,feel,169
357,feeling,81
6573,feelingit,1
3826,feelings,9
3742,feels,9
931,feet,165
8064,feign,1
4731,feigned,1
312,fell,81
4148,felled,2
3871,fellow,9
1703,fellows,7
350,felt,374
9310,female,3
4587,fence,1
2260,fenced,1
7064,fend,2
7261,fends,1
7737,ferncovered,1
2334,ferns,5
9512,ferocious,1
9518,ferocity,1
9401,fervently,1
3942,fervor,2
5860,fester,1
8629,festive,1
9474,festivities,1
9129,fetch,1
4540,fetid,2
2568,fever,17
2756,fevers,3
246,few,157
1513,fewer,5
5225,fiber,2
8724,fidelity,1
7638,fidget,1
2364,fie,2
2763,field,12
1205,fields,8
1295,fierce,20
7620,fiercely,6
7218,fiery,1
5769,fifteen,3
4314,fifty,4
5978,fiftyseven,2
889,fight,66
2719,fighting,19
5870,fights,1
769,figure,27
3186,figured,10
2963,figures,3
4582,file,3
2628,fill,12
2162,filled,50
2595,filling,11
8440,fills,1
5409,filtered,2
3722,filthy,7
2888,final,9
1305,finality,4
384,finally,45
8735,finance,1
1416,find,240
228,finding,28
3976,finds,8
956,fine,67
6470,finelooking,1
3810,finely,3
6951,finer,3
1673,finest,6
528,finger,116
1453,fingered,2
7446,fingerfuls,1
4922,fingering,2
8855,fingerlength,1
2228,fingernail,2
457,fingernails,3
85,fingers,187
7291,fingertip,1
2569,fingertips,17
2980,finish,11
1888,finished,97
8848,finishes,1
30,fir,4
1592,fire,281
6859,fired,2
7220,firefighter,3
7221,firefighters,3
2671,firelight,20
7170,firelit,1
1587,fireplace,16
7575,fireplaces,2
2602,fireresistant,1
6596,fires,10
4879,firewood,5
1275,firm,6
420,firmly,8
1,first,312
6032,firstborn,1
1804,fish,18
3745,fished,2
6933,fisherman,2
3664,fissure,1
2127,fist,47
2349,fistful,15
3802,fistfuls,1
2021,fists,32
2740,fit,17
5401,fitful,1
6350,fits,3
4258,fitting,5
255,five,23
868,fix,8
530,fixed,12
7341,fixedly,3
5259,fixes,2
9035,flag,1
7748,flags,1
8371,flailed,2
3235,flailing,1
7667,flakes,1
4476,flame,24
2721,flamed,3
2820,flames,24
6251,flaming,2
4869,flanged,2
3410,flap,5
3636,flapped,4
8239,flapping,2
3053,flare,3
1871,flared,16
1010,flaring,3
1917,flash,12
858,flashed,26
3061,flashes,3
8398,flashing,4
676,flat,30
6302,flatly,2
6102,flats,1
6664,flattasting,1
2336,flattened,3
5017,flatter,2
9696,flavor,1
7791,flawless,1
9615,flecks,1
4477,fled,3
8418,flee,1
523,flesh,29
584,flew,22
7075,flex,1
3720,flexed,9
9300,flexible,1
3626,flexing,3
2464,flick,3
5606,flicked,6
4286,flickered,7
2598,flickering,14
5344,flicking,3
5854,flicks,1
2463,flies,32
984,flight,1
2508,flinch,8
1324,flinched,14
535,flinching,1
6094,flinging,3
2584,flint,1
9039,flip,2
8092,flippant,3
5611,flipped,2
8081,flipping,2
6922,flit,1
3363,float,3
3073,floated,26
2762,floating,16
4031,flood,3
562,flooded,8
7505,flooding,3
308,floor,132
1730,floors,3
2528,flopped,7
5483,flopping,1
4136,flourish,3
3805,flourishes,1
6683,flow,7
1089,flowed,9
2932,flower,4
9352,flowering,1
1565,flowers,21
6701,flowing,2
6401,flown,1
7830,flows,1
6707,fluffed,2
5255,fluid,6
8972,fluidfilled,1
5087,fluidly,3
1360,flung,8
4508,flurry,1
1424,flush,8
6140,flushed,4
4602,fluster,1
6164,fluted,4
6918,flutter,2
4118,fluttered,2
2623,fluttering,4
2449,fly,30
4458,flying,20
94,focus,6
2857,focused,5
9366,focusing,1
4171,foe,3
4991,foes,2
91,fog,19
2549,fold,2
1696,folded,59
4956,folding,6
971,folds,11
6303,foliage,1
8632,folk,1
5545,folks,1
817,follow,43
770,followed,78
2285,followers,7
799,following,41
4354,follows,1
5037,fond,3
9081,fondled,1
7970,fondly,1
710,food,59
7199,foods,1
589,fool,29
4466,fooled,5
7919,foolhardy,1
2419,foolish,27
3589,foolishly,5
7888,foolishness,2
3195,fools,13
1668,foot,43
9087,footboard,2
865,footfalls,2
4639,footing,1
6367,footprint,1
6351,footprints,11
4951,footsteps,12
7949,footstool,3
68,for,1815
7327,forbid,1
3509,forbidden,5
7732,forbidding,2
1070,force,25
1782,forced,28
4012,forceful,2
6067,forcefully,2
2792,forces,20
3785,forcing,16
8524,fording,1
5204,fore,1
1280,forearm,7
6923,forearms,2
7649,foreboding,1
2326,forefinger,3
3025,forehead,36
9093,foreheads,1
3912,foreknowledge,2
8194,foresee,1
6025,foreseen,1
110,forest,48
3957,forestall,1
737,forests,7
3130,foretelling,1
9258,foretold,3
2051,forever,22
8093,forevermore,1
1467,forfeit,2
3105,forfeited,5
3894,forfeits,1
9652,forgave,1
6294,forge,4
9672,forged,1
2352,forgers,1
453,forget,28
1079,forgetting,2
2138,forgive,42
5746,forgiven,4
2183,forgiveness,6
2188,forgot,8
1489,forgotten,20
9653,forit,1
830,fork,18
8476,forked,3
8379,forkful,2
9509,forking,1
7525,forks,2
356,forlorn,1
966,form,25
1559,formal,3
7110,formality,1
9223,formation,1
9351,formations,1
2616,formed,6
5121,former,3
9698,formerly,1
6055,formidable,3
2175,forming,4
3407,forms,15
2779,forth,45
8659,fortress,1
1748,forts,1
3030,fortunate,6
5740,fortunately,2
7863,fortune,1
8625,fortunetellers,1
5537,forus,1
768,forward,110
1362,fought,18
